dataset,task,algorithm,fold,metric,score,mean_score
balance_scale,multiclass,kNN,3,accuracy,0.84,0.8304
balance_scale,multiclass,kNN,4,accuracy,0.864,0.8304
balance_scale,multiclass,NeuralNetwork,0,accuracy,0.984,0.9728
balance_scale,multiclass,NeuralNetwork,1,accuracy,0.984,0.9728
balance_scale,multiclass,NeuralNetwork,2,accuracy,0.968,0.9728
balance_scale,multiclass,NeuralNetwork,3,accuracy,0.952,0.9728
balance_scale,multiclass,NeuralNetwork,4,accuracy,0.976,0.9728
calendarDOW,multiclass,RandomForest,0,accuracy,0.6125,0.6140189873417722
calendarDOW,multiclass,RandomForest,1,accuracy,0.6125,0.6140189873417722
calendarDOW,multiclass,RandomForest,2,accuracy,0.65,0.6140189873417722
calendarDOW,multiclass,RandomForest,3,accuracy,0.5875,0.6140189873417722
calendarDOW,multiclass,RandomForest,4,accuracy,0.6075949367088608,0.6140189873417722
calendarDOW,multiclass,GradientBoosting,0,accuracy,0.65,0.6491455696202533
calendarDOW,multiclass,GradientBoosting,1,accuracy,0.65,0.6491455696202533
calendarDOW,multiclass,GradientBoosting,2,accuracy,0.675,0.6491455696202533
calendarDOW,multiclass,GradientBoosting,3,accuracy,0.6125,0.6491455696202533
calendarDOW,multiclass,GradientBoosting,4,accuracy,0.6582278481012658,0.6491455696202533
calendarDOW,multiclass,SVM,0,accuracy,0.55,0.5814873417721519
calendarDOW,multiclass,SVM,1,accuracy,0.5625,0.5814873417721519
calendarDOW,multiclass,SVM,2,accuracy,0.6,0.5814873417721519
calendarDOW,multiclass,SVM,3,accuracy,0.6,0.5814873417721519
calendarDOW,multiclass,SVM,4,accuracy,0.5949367088607594,0.5814873417721519
calendarDOW,multiclass,kNN,0,accuracy,0.575,0.5990189873417722
calendarDOW,multiclass,kNN,1,accuracy,0.575,0.5990189873417722
calendarDOW,multiclass,kNN,2,accuracy,0.6,0.5990189873417722
calendarDOW,multiclass,kNN,3,accuracy,0.6375,0.5990189873417722
calendarDOW,multiclass,kNN,4,accuracy,0.6075949367088608,0.5990189873417722
calendarDOW,multiclass,NeuralNetwork,0,accuracy,0.6,0.6241139240506328
calendarDOW,multiclass,NeuralNetwork,1,accuracy,0.6375,0.6241139240506328
calendarDOW,multiclass,NeuralNetwork,2,accuracy,0.6375,0.6241139240506328
calendarDOW,multiclass,NeuralNetwork,3,accuracy,0.6,0.6241139240506328
calendarDOW,multiclass,NeuralNetwork,4,accuracy,0.6455696202531646,0.6241139240506328
car_evaluation,multiclass,RandomForest,0,accuracy,0.9855491329479769,0.9826321521320265
car_evaluation,multiclass,RandomForest,1,accuracy,0.9855491329479769,0.9826321521320265
car_evaluation,multiclass,RandomForest,2,accuracy,0.9884393063583815,0.9826321521320265
car_evaluation,multiclass,RandomForest,3,accuracy,0.9826086956521739,0.9826321521320265
car_evaluation,multiclass,RandomForest,4,accuracy,0.9710144927536232,0.9826321521320265
car_evaluation,multiclass,GradientBoosting,0,accuracy,0.9913294797687862,0.9878495434363742
car_evaluation,multiclass,GradientBoosting,1,accuracy,0.9797687861271677,0.9878495434363742
car_evaluation,multiclass,GradientBoosting,2,accuracy,0.9884393063583815,0.9878495434363742
car_evaluation,multiclass,GradientBoosting,3,accuracy,0.9855072463768116,0.9878495434363742
car_evaluation,multiclass,GradientBoosting,4,accuracy,0.9942028985507246,0.9878495434363742
car_evaluation,multiclass,SVM,0,accuracy,0.9739884393063584,0.9652777079668258
car_evaluation,multiclass,SVM,1,accuracy,0.9595375722543352,0.9652777079668258
car_evaluation,multiclass,SVM,2,accuracy,0.9624277456647399,0.9652777079668258
car_evaluation,multiclass,SVM,3,accuracy,0.9652173913043478,0.9652777079668258
car_evaluation,multiclass,SVM,4,accuracy,0.9652173913043478,0.9652777079668258
car_evaluation,multiclass,kNN,0,accuracy,0.9566473988439307,0.9635352266063499
car_evaluation,multiclass,kNN,1,accuracy,0.9710982658959537,0.9635352266063499
car_evaluation,multiclass,kNN,2,accuracy,0.9739884393063584,0.9635352266063499
car_evaluation,multiclass,kNN,3,accuracy,0.9652173913043478,0.9635352266063499
car_evaluation,multiclass,kNN,4,accuracy,0.9507246376811594,0.9635352266063499
car_evaluation,multiclass,NeuralNetwork,0,accuracy,0.9942196531791907,0.9895802965569238
car_evaluation,multiclass,NeuralNetwork,1,accuracy,0.9913294797687862,0.9895802965569238
car_evaluation,multiclass,NeuralNetwork,2,accuracy,0.9884393063583815,0.9895802965569238
car_evaluation,multiclass,NeuralNetwork,3,accuracy,0.9884057971014493,0.9895802965569238
car_evaluation,multiclass,NeuralNetwork,4,accuracy,0.9855072463768116,0.9895802965569238
cars,multiclass,RandomForest,0,accuracy,0.9493670886075949,0.9158390133073679
cars,multiclass,RandomForest,1,accuracy,0.8734177215189873,0.9158390133073679
cars,multiclass,RandomForest,2,accuracy,0.9358974358974359,0.9158390133073679
cars,multiclass,RandomForest,3,accuracy,0.9230769230769231,0.9158390133073679
cars,multiclass,RandomForest,4,accuracy,0.8974358974358975,0.9158390133073679
cars,multiclass,GradientBoosting,0,accuracy,0.9873417721518988,0.9770853618954884
cars,multiclass,GradientBoosting,1,accuracy,0.9493670886075949,0.9770853618954884
cars,multiclass,GradientBoosting,2,accuracy,1.0,0.9770853618954884
cars,multiclass,GradientBoosting,3,accuracy,0.9743589743589743,0.9770853618954884
cars,multiclass,GradientBoosting,4,accuracy,0.9743589743589743,0.9770853618954884
cars,multiclass,SVM,0,accuracy,0.8354430379746836,0.7728659526127881
cars,multiclass,SVM,1,accuracy,0.7468354430379747,0.7728659526127881
cars,multiclass,SVM,2,accuracy,0.7307692307692307,0.7728659526127881
cars,multiclass,SVM,3,accuracy,0.8076923076923077,0.7728659526127881
cars,multiclass,SVM,4,accuracy,0.7435897435897436,0.7728659526127881
cars,multiclass,kNN,0,accuracy,0.8734177215189873,0.8009412528399871
cars,multiclass,kNN,1,accuracy,0.759493670886076,0.8009412528399871
cars,multiclass,kNN,2,accuracy,0.7692307692307693,0.8009412528399871
cars,multiclass,kNN,3,accuracy,0.8205128205128205,0.8009412528399871
cars,multiclass,kNN,4,accuracy,0.782051282051282,0.8009412528399871
cars,multiclass,NeuralNetwork,0,accuracy,0.8860759493670886,0.818889970788705
cars,multiclass,NeuralNetwork,1,accuracy,0.7468354430379747,0.818889970788705
cars,multiclass,NeuralNetwork,2,accuracy,0.8076923076923077,0.818889970788705
cars,multiclass,NeuralNetwork,3,accuracy,0.8974358974358975,0.818889970788705
cars,multiclass,NeuralNetwork,4,accuracy,0.7564102564102564,0.818889970788705
cloud,multiclass,RandomForest,0,accuracy,0.5909090909090909,0.4536796536796537
cloud,multiclass,RandomForest,1,accuracy,0.2727272727272727,0.4536796536796537
cloud,multiclass,RandomForest,2,accuracy,0.5,0.4536796536796537
cloud,multiclass,RandomForest,3,accuracy,0.42857142857142855,0.4536796536796537
cloud,multiclass,RandomForest,4,accuracy,0.47619047619047616,0.4536796536796537
cloud,multiclass,GradientBoosting,0,accuracy,0.9090909090909091,0.8705627705627705
cloud,multiclass,GradientBoosting,1,accuracy,0.8181818181818182,0.8705627705627705
cloud,multiclass,GradientBoosting,2,accuracy,0.8636363636363636,0.8705627705627705
cloud,multiclass,GradientBoosting,3,accuracy,0.8571428571428571,0.8705627705627705
cloud,multiclass,GradientBoosting,4,accuracy,0.9047619047619048,0.8705627705627705
cloud,multiclass,SVM,0,accuracy,0.45454545454545453,0.3147186147186147
cloud,multiclass,SVM,1,accuracy,0.22727272727272727,0.3147186147186147
cloud,multiclass,SVM,2,accuracy,0.2727272727272727,0.3147186147186147
cloud,multiclass,SVM,3,accuracy,0.2857142857142857,0.3147186147186147
cloud,multiclass,SVM,4,accuracy,0.3333333333333333,0.3147186147186147
cloud,multiclass,kNN,0,accuracy,0.09090909090909091,0.17532467532467533
cloud,multiclass,kNN,1,accuracy,0.22727272727272727,0.17532467532467533
cloud,multiclass,kNN,2,accuracy,0.2727272727272727,0.17532467532467533
cloud,multiclass,kNN,3,accuracy,0.23809523809523808,0.17532467532467533
cloud,multiclass,kNN,4,accuracy,0.047619047619047616,0.17532467532467533
cloud,multiclass,NeuralNetwork,0,accuracy,0.18181818181818182,0.24199134199134198
cloud,multiclass,NeuralNetwork,1,accuracy,0.18181818181818182,0.24199134199134198
cloud,multiclass,NeuralNetwork,2,accuracy,0.22727272727272727,0.24199134199134198
cloud,multiclass,NeuralNetwork,3,accuracy,0.19047619047619047,0.24199134199134198
cloud,multiclass,NeuralNetwork,4,accuracy,0.42857142857142855,0.24199134199134198
1027_ESL,regression,RandomForest,0,r2,0.751125959505454,0.8250570245056084
1027_ESL,regression,RandomForest,1,r2,0.8295423974017286,0.8250570245056084
1027_ESL,regression,RandomForest,2,r2,0.8224938143466787,0.8250570245056084
1027_ESL,regression,RandomForest,3,r2,0.8211303818392992,0.8250570245056084
1027_ESL,regression,RandomForest,4,r2,0.9009925694348807,0.8250570245056084
1027_ESL,regression,GradientBoosting,0,r2,0.8038341826539686,0.8435035694333692
1027_ESL,regression,GradientBoosting,1,r2,0.8357204117154656,0.8435035694333692
1027_ESL,regression,GradientBoosting,2,r2,0.8306589141174096,0.8435035694333692
1027_ESL,regression,GradientBoosting,3,r2,0.8435533832567381,0.8435035694333692
1027_ESL,regression,GradientBoosting,4,r2,0.9037509554232643,0.8435035694333692
1027_ESL,regression,SVM,0,r2,0.8075654164353813,0.8449452896996827
1027_ESL,regression,SVM,1,r2,0.8372671797056315,0.8449452896996827
1027_ESL,regression,SVM,2,r2,0.8124524324241321,0.8449452896996827
1027_ESL,regression,SVM,3,r2,0.8656345956392418,0.8449452896996827
1027_ESL,regression,SVM,4,r2,0.9018068242940274,0.8449452896996827
1027_ESL,regression,kNN,0,r2,0.803701397628668,0.8481399597613505
1027_ESL,regression,kNN,1,r2,0.8592830807046292,0.8481399597613505
1027_ESL,regression,kNN,2,r2,0.841914921295694,0.8481399597613505
1027_ESL,regression,kNN,3,r2,0.8231990080595164,0.8481399597613505
1027_ESL,regression,kNN,4,r2,0.912601391118245,0.8481399597613505
1027_ESL,regression,NeuralNetwork,0,r2,0.8181702716881503,0.8481610341038305
1027_ESL,regression,NeuralNetwork,1,r2,0.8683892276249672,0.8481610341038305
1027_ESL,regression,NeuralNetwork,2,r2,0.843330134969578,0.8481610341038305
1027_ESL,regression,NeuralNetwork,3,r2,0.8145711181058779,0.8481610341038305
1027_ESL,regression,NeuralNetwork,4,r2,0.8963444181305789,0.8481610341038305
1028_SWD,regression,RandomForest,0,r2,0.37390912408670207,0.37954948674463374
1028_SWD,regression,RandomForest,1,r2,0.3743762261565238,0.37954948674463374
1028_SWD,regression,RandomForest,2,r2,0.3902950814967294,0.37954948674463374
1028_SWD,regression,RandomForest,3,r2,0.3451998627231897,0.37954948674463374
1028_SWD,regression,RandomForest,4,r2,0.4139671392600238,0.37954948674463374
1028_SWD,regression,GradientBoosting,0,r2,0.37689216980903184,0.413704168177378
1028_SWD,regression,GradientBoosting,1,r2,0.42660978315169806,0.413704168177378
1028_SWD,regression,GradientBoosting,2,r2,0.42640554451123047,0.413704168177378
1028_SWD,regression,GradientBoosting,3,r2,0.38131113110380166,0.413704168177378
1028_SWD,regression,GradientBoosting,4,r2,0.45730221231112766,0.413704168177378
1028_SWD,regression,SVM,0,r2,0.41491158296354014,0.3731212048513552
1028_SWD,regression,SVM,1,r2,0.3406492319074579,0.3731212048513552
1028_SWD,regression,SVM,2,r2,0.3749666792359122,0.3731212048513552
1028_SWD,regression,SVM,3,r2,0.3161792468494674,0.3731212048513552
1028_SWD,regression,SVM,4,r2,0.41889928330039816,0.3731212048513552
1028_SWD,regression,kNN,0,r2,0.3376089711586465,0.35011952822769576
1028_SWD,regression,kNN,1,r2,0.3365098272781417,0.35011952822769576
1028_SWD,regression,kNN,2,r2,0.3993174061433449,0.35011952822769576
1028_SWD,regression,kNN,3,r2,0.2960379878320226,0.35011952822769576
1028_SWD,regression,kNN,4,r2,0.38112344872632276,0.35011952822769576
1028_SWD,regression,NeuralNetwork,0,r2,0.3641374384866949,0.38651254084963044
1028_SWD,regression,NeuralNetwork,1,r2,0.38024347721594265,0.38651254084963044
1028_SWD,regression,NeuralNetwork,2,r2,0.4041113590229941,0.38651254084963044
1028_SWD,regression,NeuralNetwork,3,r2,0.36194407796508565,0.38651254084963044
1028_SWD,regression,NeuralNetwork,4,r2,0.4221263515574347,0.38651254084963044
1029_LEV,regression,RandomForest,0,r2,0.4010611173883192,0.5053938957747764
1029_LEV,regression,RandomForest,1,r2,0.45221097653704145,0.5053938957747764
1029_LEV,regression,RandomForest,2,r2,0.5624683109335293,0.5053938957747764
1029_LEV,regression,RandomForest,3,r2,0.5716285289715535,0.5053938957747764
1029_LEV,regression,RandomForest,4,r2,0.5396005450434386,0.5053938957747764
1029_LEV,regression,GradientBoosting,0,r2,0.443333035544883,0.5338902537106438
1029_LEV,regression,GradientBoosting,1,r2,0.47387805874016053,0.5338902537106438
1029_LEV,regression,GradientBoosting,2,r2,0.5793993349382554,0.5338902537106438
1029_LEV,regression,GradientBoosting,3,r2,0.6043269425192919,0.5338902537106438
1029_LEV,regression,GradientBoosting,4,r2,0.5685138968106282,0.5338902537106438
1029_LEV,regression,SVM,0,r2,0.4327695685621371,0.5381947019627988
1029_LEV,regression,SVM,1,r2,0.49477215716715983,0.5381947019627988
1029_LEV,regression,SVM,2,r2,0.588288979373677,0.5381947019627988
1029_LEV,regression,SVM,3,r2,0.6078689148588323,0.5381947019627988
1029_LEV,regression,SVM,4,r2,0.5672738898521876,0.5381947019627988
1029_LEV,regression,kNN,0,r2,0.3444236176194939,0.48468823127396987
1029_LEV,regression,kNN,1,r2,0.41963215298692935,0.48468823127396987
1029_LEV,regression,kNN,2,r2,0.5199479618386817,0.48468823127396987
1029_LEV,regression,kNN,3,r2,0.598603556060729,0.48468823127396987
1029_LEV,regression,kNN,4,r2,0.5408338678640153,0.48468823127396987
1029_LEV,regression,NeuralNetwork,0,r2,0.44118416865466603,0.5361854942507958
1029_LEV,regression,NeuralNetwork,1,r2,0.4749732673010171,0.5361854942507958
1029_LEV,regression,NeuralNetwork,2,r2,0.5860877931280288,0.5361854942507958
1029_LEV,regression,NeuralNetwork,3,r2,0.6089149248290964,0.5361854942507958
1029_LEV,regression,NeuralNetwork,4,r2,0.5697673173411701,0.5361854942507958
1030_ERA,regression,RandomForest,0,r2,0.37464604139549307,0.3297974235178572
1030_ERA,regression,RandomForest,1,r2,0.3022416732612573,0.3297974235178572
1030_ERA,regression,RandomForest,2,r2,0.47804431799957403,0.3297974235178572
1030_ERA,regression,RandomForest,3,r2,0.27597574444004347,0.3297974235178572
1030_ERA,regression,RandomForest,4,r2,0.218079340492918,0.3297974235178572
1030_ERA,regression,GradientBoosting,0,r2,0.3770863837554025,0.3361500162755081
1030_ERA,regression,GradientBoosting,1,r2,0.30896241864066887,0.3361500162755081
1030_ERA,regression,GradientBoosting,2,r2,0.4804881607884254,0.3361500162755081
1030_ERA,regression,GradientBoosting,3,r2,0.28846312527554663,0.3361500162755081
1030_ERA,regression,GradientBoosting,4,r2,0.2257499929174971,0.3361500162755081
1030_ERA,regression,SVM,0,r2,0.3551533585354557,0.3255226112611734
1030_ERA,regression,SVM,1,r2,0.3144722457388677,0.3255226112611734
1030_ERA,regression,SVM,2,r2,0.4797442547579225,0.3255226112611734
1030_ERA,regression,SVM,3,r2,0.27619903006035085,0.3255226112611734
1030_ERA,regression,SVM,4,r2,0.20204416721327012,0.3255226112611734
1030_ERA,regression,kNN,0,r2,0.2118840579710145,0.2023748079780688
1030_ERA,regression,kNN,1,r2,0.25582874617737006,0.2023748079780688
1030_ERA,regression,kNN,2,r2,0.2903451881042515,0.2023748079780688
1030_ERA,regression,kNN,3,r2,0.11757713499652378,0.2023748079780688
1030_ERA,regression,kNN,4,r2,0.13623891264118426,0.2023748079780688
1030_ERA,regression,NeuralNetwork,0,r2,0.3827366674393964,0.3422823580705825
1030_ERA,regression,NeuralNetwork,1,r2,0.3204706947401935,0.3422823580705825
1030_ERA,regression,NeuralNetwork,2,r2,0.4957499687698377,0.3422823580705825
1030_ERA,regression,NeuralNetwork,3,r2,0.28264594199124526,0.3422823580705825
1030_ERA,regression,NeuralNetwork,4,r2,0.22980851741223962,0.3422823580705825
210_cloud,regression,RandomForest,0,r2,0.881550510465032,0.7805163634403653
210_cloud,regression,RandomForest,1,r2,0.8495441765429619,0.7805163634403653
210_cloud,regression,RandomForest,2,r2,0.8303892599795905,0.7805163634403653
210_cloud,regression,RandomForest,3,r2,0.80832978480882,0.7805163634403653
210_cloud,regression,RandomForest,4,r2,0.532768085405422,0.7805163634403653
210_cloud,regression,GradientBoosting,0,r2,0.8651033089371969,0.8088190837880266
210_cloud,regression,GradientBoosting,1,r2,0.8298918607652056,0.8088190837880266
210_cloud,regression,GradientBoosting,2,r2,0.8583933556308657,0.8088190837880266
210_cloud,regression,GradientBoosting,3,r2,0.8345102674905494,0.8088190837880266
210_cloud,regression,GradientBoosting,4,r2,0.6561966261163152,0.8088190837880266
210_cloud,regression,SVM,0,r2,0.6082950047997033,0.6168750285774799
210_cloud,regression,SVM,1,r2,0.846047483829553,0.6168750285774799
210_cloud,regression,SVM,2,r2,0.8033842691104163,0.6168750285774799
210_cloud,regression,SVM,3,r2,0.3497508147109425,0.6168750285774799
210_cloud,regression,SVM,4,r2,0.47689757043678405,0.6168750285774799
210_cloud,regression,kNN,0,r2,0.8293489965092232,0.6997038445866108
210_cloud,regression,kNN,1,r2,0.717810108504929,0.6997038445866108
210_cloud,regression,kNN,2,r2,0.8161109177726984,0.6997038445866108
210_cloud,regression,kNN,3,r2,0.6943074666761657,0.6997038445866108
210_cloud,regression,kNN,4,r2,0.44094173347003807,0.6997038445866108
210_cloud,regression,NeuralNetwork,0,r2,0.9327300331167061,0.8153232800572552
210_cloud,regression,NeuralNetwork,1,r2,0.8335309773579183,0.8153232800572552
210_cloud,regression,NeuralNetwork,2,r2,0.862924123673354,0.8153232800572552
210_cloud,regression,NeuralNetwork,3,r2,0.8572408078211236,0.8153232800572552
210_cloud,regression,NeuralNetwork,4,r2,0.5901904583171733,0.8153232800572552
